pageid	title	is_kanji	joyo	edu_year	sokaku	busyu	busyu_kaku	joyo_yomi	onyomi_go	onyomi_kan	onyomi_other	kunyomi_nai	kunyomi_gai	kunyomi_other	jis	kuten
38158	瘠	1	0	0	15	&#30098;	10		ジャク	セキ				やせ-る	616B	1,65,75
38160	瘢	1	0	0	15	&#30098;	10		バン	ハン				きず	616D	1,65,77
38161	瘰	1	0	0	16	&#30098;	11		ラ,ライ		ルイ				6170	1,65,80
38162	瘴	1	0	0	16	&#30098;	11		ショウ,シャゥ						616F	1,65,79
38163	癈	1	0	0	17	&#30098;	12		ホ	ハイ					6173	1,65,83
38164	癜	1	0	0	18	&#30098;	13		デン	テン				なまず	6175	1,65,85
38165	癪	1	0	0	21	&#30098;	16				シャク				617B	1,65,91
38166	瘤	1	0	0	15	&#30098;	10		ル	リュウ,リウ				こぶ	616E	1,65,78
38167	癨	1	0	0	21	&#30098;	16		カク,クヮク						6179	1,65,89
38168	癶	1	0	0	5	癶	0		ハチ	ハツ					6222	1,66,2
38169	皎	1	0	0	11	白	6		キョウ,ケウ		コウ,カウ			きよ-い,しろ-い	6229	1,66,9
38170	皀	1	0	0	7	白	2		コウ,カゥ,ヒキ	キュウ,キフ,キョウ,キャゥ,ヒョク					6225	1,66,5
38171	皖	1	0	0	12	白	7		ガン,グヮン,ゲン,グヱン	カン,クヮン					622A	1,66,10
38172	皙	1	0	0	13	白	8		シャク	セキ				しろ-い	622C	1,66,12
38173	皴	1	0	0	12	皮	7		シュン					ひび,しわ	622F	1,66,15
38174	盂	1	0	0	8	皿	3		ウ					はち	6233	1,66,19
38175	盍	1	0	0	10	皿	5		ゴウ,ガフ	コウ,カフ				おお-う,なんぞ	6234	1,66,20
38176	盒	1	0	0	11	皿	6		ゴウ,ゴフ	コウ,カフ				さら,ふたもの	6236	1,66,22
38177	盥	1	0	0	16	皿	11		カン,クヮン					たらい,そそ-ぐ	6239	1,66,25
38178	盻	1	0	0	9	目	4		ゲ	ケイ				にら-む	623D	1,66,29
38179	眄	1	0	0	9	目	4		メン	ベン				かえり-みる	6240	1,66,32
38180	眇	1	0	0	9	目	4		ミョウ,メウ	ビョウ,ベウ				びょう-たる,すがめ	623F	1,66,31
38181	眈	1	0	0	9	目	4		トン,トム	タン,タム				にら-む	623E	1,66,30
38182	眛	1	0	0	10	目	5		マイ	バイ				くら-い	6246	1,66,38
38183	眩	1	0	0	10	目	5		ゲン,グヱン	ケン,クヱン				まばゆ-い,げん-す,くるめ-く,まぶ-しい,くら-む,まど-う,めま-い	6241	1,66,33
38184	眷	1	0	0	11	目	6		ケン,クヱン					かえり-みる	6247	1,66,39
38185	睇	1	0	0	12	目	7		ダイ	テイ					6249	1,66,41
38186	眤	1	0	0	10	目	5				ジツ,ヂツ			てい	6242	1,66,34
38187	睚	1	0	0	13	目	8		ゲ	ガイ				まなじり	624A	1,66,42
38188	睛	1	0	0	13	目	8		ショウ,シャゥ	セイ,セィ				ひとみ	624D	1,66,45
38189	睥	1	0	0	13	目	8		ハイ	ヘイ				ながしめ,み-る	624E	1,66,46
38190	睨	1	0	0	13	目	8		ゲ	ゲイ				にら-む,にら-み	624B	1,66,43
38191	睫	1	0	0	13	目	8		ショウ,セフ					まつげ	624C	1,66,44
38196	瞋	1	0	0	15	目	10		シン					い-かる,いか-らす	6253	1,66,51
38197	瞎	1	0	0	15	目	10		ケチ	カツ				めくら,かため	6252	1,66,50
38198	瞑	1	0	0	15	目	10		ミョウ,ミャゥ,メン	ベン,メイ,メィ				つぶ-る,つむ-る,くら-い	6254	1,66,52
38199	瞠	1	0	0	16	目	11		チョウ,チャゥ	トウ,タゥ	ドウ,ダゥ			みは-る	6255	1,66,53
38200	瞰	1	0	0	17	目	12		カン,カム					み-る	6257	1,66,55
38201	瞻	1	0	0	18	目	13		セン,セム					み-る,まば-る	625D	1,66,61
38202	瞽	1	0	0	18	目	13		ク	コ				めし-い	625C	1,66,60
38203	瞿	1	0	0	18	目	13		ク,グ					おそ-れる,み-る	625A	1,66,58
38204	矍	1	0	0	20	目	15		カク,クヮク	キャク,クヰャク					625F	1,66,63
38205	矗	1	0	0	24	目	19		チク					なお-い	6260	1,66,64
38206	矜	1	0	0	9	矛	4		キョウ,キョゥ,ケン,ゴン	カン,クヮン,キン				あわ-れむ,つつし-む,ほこ-る	6262	1,66,66
38207	矣	1	0	0	7	矢	2		イ						6263	1,66,67
38208	矮	1	0	0	13	矢	8		エ	アイ	ワイ			ちい-さい,ひく-い	6264	1,66,68
38209	矼	1	0	0	8	石	3		コウ,コゥ	カゥ				ばし,いしばし	6265	1,66,69
38210	砌	1	0	0	9	石	4		サイ	セイ				みぎり	6266	1,66,70
38211	砒	1	0	0	9	石	4		ハイ	ヘイ	ヒ				6267	1,66,71
38212	砠	1	0	0	10	石	5		ソ	ショ					6269	1,66,73
38213	硅	1	0	0	11	石	6		キャク,クヰャク	カク,クヮク	ケイ			やぶ-る	626B	1,66,75
38214	硴	1	0	0	13	石	8							かき	626D	1,66,77
38215	硼	1	0	0	13	石	8		ヒョウ,ヒャゥ	ホウ,ハゥ					626F	1,66,79
38216	碆	1	0	0	13	石	8		ハ						626E	1,66,78
38217	碌	1	0	0	13	石	8		ロク	リョク				ろく-な	6271	1,66,81
38218	碚	1	0	0	13	石	8				ハイ				6270	1,66,80
38219	碣	1	0	0	14	石	9		ゲチ,ゴチ	ケツ				いしぶみ	6272	1,66,82
38220	碵	1	0	0	14	石	9								6273	1,66,83
38221	碾	1	0	0	15	石	10		ネン	デン	テン			ひ-く,う-す	627A	1,66,90
38222	磅	1	0	0	15	石	10		ヒョウ,ヒャゥ,ホウ,ハゥ					ぽんど	627C	1,66,92
38223	磆	1	0	0	15	石	10		ゲチ,グヱチ	カツ,クヮツ					6277	1,66,87
38224	磊	1	0	0	15	石	10		ライ						627D	1,66,93
38225	磋	1	0	0	15	石	10		サ					みが-く	6278	1,66,88
38226	磔	1	0	0	15	石	10		チャク	タク				さ-く,はりつけ,ひらく	6279	1,66,89
38227	磬	1	0	0	16	石	11		キョウ,キャゥ	ケイ,ケィ					627E	1,66,94
38228	磴	1	0	0	17	石	12		トウ,トゥ						6324	1,67,4
38229	礇	1	0	0	18	石	13		イク,ヰク						6325	1,67,5
38231	礑	1	0	0	18	石	13		トウ,タゥ					はた,はたと	6327	1,67,7
38232	礒	1	0	0	18	石	13		ギ					いそ,いわお	6326	1,67,6
38233	祀	1	0	0	8	示	3		ジ	シ				まつ-る,まつり	632B	1,67,11
38234	祓	1	0	0	10	示	5		ホチ	フツ				はら-う	6331	1,67,17
38235	祗	1	0	0	10	示	5		シ					つつし-む,まさ-に	632D	1,67,13
38236	祚	1	0	0	10	示	5		ゾ	ソ				くらい,さいわ-い,よし	632F	1,67,15
38237	祟	1	0	0	10	示	5		スイ					たた-る,たた-り	632E	1,67,14
38238	祠	1	0	0	10	示	5		ジ	シ				ほこら,まつる	632C	1,67,12
38239	祺	1	0	0	13	示	8		ギ	キ				さいわ-い	6332	1,67,18
38240	禊	1	0	0	14	示	9		ゲ	ケイ				みそぎ,はら-う	6334	1,67,20
38241	禝	1	0	0	15	示	10		ソク	ショク				きび	6335	1,67,21
38242	禧	1	0	0	17	示	12		コ	キ				さいわ-い	6336	1,67,22
38243	禳	1	0	0	22	示	17		ニョウ,ニャゥ	ジョウ,ジャゥ				はら-う	633A	1,67,26
38244	禹	1	0	0	9	&#31160;	4		ウ						633B	1,67,27
38245	禺	1	0	0	9	&#31160;	4		グ,グウ,グゥ	ギョウ,ギョゥ				おながざる	633C	1,67,28
38246	秉	1	0	0	8	禾	3		ヒョウ,ヒャゥ	ヘイ,ヘィ	ヒン			と-る	633D	1,67,29
38247	秡	1	0	0	10	禾	5				ハツ			はらい	6341	1,67,33
38248	秣	1	0	0	10	禾	5		マチ,マツ	バツ				まぐさ,まぐさかう	6342	1,67,34
38249	秧	1	0	0	10	禾	5		オウ,アゥ	ヨウ,ヤゥ				なえ	633F	1,67,31
38250	秬	1	0	0	10	禾	5		ゴ	キョ				くろきび	6340	1,67,32
38251	稍	1	0	0	12	禾	7		ショウ,セウ	ソウ,サウ				やや,ようやく	6344	1,67,36
38252	稘	1	0	0	13	禾	8		キ						6345	1,67,37
38253	稙	1	0	0	13	禾	8		ジキ,チキ	ショク,チョク				たね	6346	1,67,38
38254	稠	1	0	0	13	禾	8		ジュウ,ヂウ	チュウ,チウ				おお-い,し-げる,きび-しい	6347	1,67,39
38255	稷	1	0	0	15	禾	10		ソク	ショク				きび	634D	1,67,45
38256	穃	1	0	0	15	禾	10				ヨウ				634E	1,67,46
38257	穹	1	0	0	8	穴	3		ク	キュウ,キュゥ				あめ,そら	6356	1,67,54
38258	穽	1	0	0	9	穴	4		ジョウ,ジャゥ	セイ,セィ				おとしあな	6357	1,67,55
38259	窈	1	0	0	10	穴	5		ヨウ,エウ						6358	1,67,56
38260	窕	1	0	0	11	穴	6		ジョウ,デウ	チョウ,テウ				うつく-しい	635A	1,67,58
38261	窖	1	0	0	12	穴	7		キョウ,ケウ	コウ,カウ				あなぐら	635C	1,67,60
38262	窘	1	0	0	12	穴	7		ゴン	キン,クヰン				たしな-める,くるし-む	635B	1,67,59
38263	窿	1	0	0	17	穴	12		ル	リュウ,リュゥ					6363	1,67,67
38264	站	1	0	0	10	立	5		テン,テム	タン,タム					636B	1,67,75
38265	竟	1	0	0	11	立	6		キョウ,キャゥ	ケイ,ケィ				お-わる,つい,わた-る	706F	1,80,79
38266	竢	1	0	0	12	立	7		ジ	シ				まつ	636F	1,67,79
38267	竦	1	0	0	12	立	7		シュ	ショウ,ショゥ				すく-む,おそ-れる,つつし-む	6370	1,67,80
38268	竭	1	0	0	14	立	9		ゲチ,ゴチ	ケツ				か-れる,つ-きる,つ-くす,ことごと-く	6371	1,67,81
38269	笂	1	0	0	9	竹	3							うつぼ	6373	1,67,83
38270	笄	1	0	0	10	竹	4		ケ	ケイ				こうがい	6422	1,68,2
38271	笆	1	0	0	10	竹	4		ヘ	ハ					6376	1,67,86
38272	笊	1	0	0	10	竹	4		ショウ,セウ	ソウ,サウ				ざる,す	6375	1,67,85
38273	笏	1	0	0	10	竹	4		コチ	コツ				しゃく	6374	1,67,84
38274	笘	1	0	0	11	竹	5		セン,セム,チョウ,テフ						6378	1,67,88
38275	笨	1	0	0	11	竹	5		ボン	ホン				あら-い,がさ	637C	1,67,92
38276	笳	1	0	0	11	竹	5		ケ	カ				あしぶえ	6377	1,67,87
38277	笶	1	0	0	11	竹	5		シ						637D	1,67,93
38278	筅	1	0	0	12	竹	6		セン					ささら	6426	1,68,6
38279	筌	1	0	0	12	竹	6		セン					うけ,うえ	6425	1,68,5
38280	筥	1	0	0	13	竹	7		コ	キョ				はこ	6428	1,68,8
38281	筬	1	0	0	13	竹	7		ジョウ,ジャゥ	セイ,セィ				おさ	642D	1,68,13
38282	筮	1	0	0	13	竹	7		ゼ	セイ	ゼイ			うらな-う,めどぎ	642E	1,68,14
38283	筰	1	0	0	13	竹	7		ザク	サク				しゃく	642B	1,68,11
38284	筵	1	0	0	13	竹	7		エン					むしろ	6427	1,68,7
38286	箍	1	0	0	14	竹	8		ク	コ				たが	6432	1,68,18
38287	箒	1	0	0	14	竹	8		ス	シュウ,シウ	ソウ,サウ			ほうき	6436	1,68,22
38288	箜	1	0	0	14	竹	8		ク	コウ,コゥ					6433	1,68,19
38289	箝	1	0	0	14	竹	8		ゲン,ゲム	ケン,ケム	カン			す-げる,くびかせ,はさ-む	642F	1,68,15
38290	箴	1	0	0	15	竹	9		シン,シム					いまし-める,はり	643E	1,68,30
38291	篁	1	0	0	15	竹	9		オウ,ワゥ	コウ,クヮゥ				たかむら	643B	1,68,27
38292	篆	1	0	0	15	竹	9		デン	テン					643F	1,68,31
38293	篌	1	0	0	15	竹	9		グ	コウ	ゴ				643C	1,68,28
38294	篝	1	0	0	16	竹	10		ク	コウ				かがり,かがりび,ふせご	6440	1,68,32
38295	篥	1	0	0	16	竹	10		リチ	リツ	リキ				6445	1,68,37
38296	篶	1	0	0	17	竹	11				エン			くろだけ,すず	644E	1,68,46
38297	篷	1	0	0	17	竹	11		ブ	ホウ,ホゥ				とま	644B	1,68,43
38298	簇	1	0	0	17	竹	11		サク,ス,ソク	ソウ	ゾク			むら-がる	6448	1,68,40
38299	簓	1	0	0	17	竹	11							ささら	6449	1,68,41
38301	簗	1	0	0	17	竹	11							やな	644C	1,68,44
38302	簟	1	0	0	18	竹	12		デン,デム	テン,テム	タン			たかむしろ	6452	1,68,50
38303	簧	1	0	0	18	竹	12		オウ,ワゥ	コウ,クヮゥ				した	6450	1,68,48
38304	簪	1	0	0	18	竹	12		シン,シム,ソン,ソム	サン,サム				かんざし	6451	1,68,49
38305	籀	1	0	0	19	竹	13		ジュウ,ヂウ	チュウ,チウ				よ-む	645A	1,68,58
38306	粐	1	0	0	10	米	4								6464	1,68,68
38307	粡	1	0	0	12	米	6		ズウ,ヅゥ	トウ,トゥ					6469	1,68,73
38308	粢	1	0	0	12	米	6		シ					きび,しとぎ	6467	1,68,71
38309	粭	1	0	0	12	米	6							すくも	6466	1,68,70
38310	粱	1	0	0	13	米	7		ロウ,ラゥ	リョウ,リャゥ				あわ	646D	1,68,77
38311	粲	1	0	0	13	米	7		サン					いい	646C	1,68,76
38312	粳	1	0	0	13	米	7		キョウ,キャゥ	コウ,カゥ				うるち,ぬか	646B	1,68,75
38313	粽	1	0	0	14	米	8		ス,スウ,スゥ	ソウ,ソゥ				ちまき	6470	1,68,80
38315	糀	1	0	0	14	米	8							こうじ	6471	1,68,81
38316	糂	1	0	0	15	米	9		ソン,ソム	サン,サム	ジン				6473	1,68,83
38317	糅	1	0	0	15	米	9			ジュウ,ヂウ				ま-ぜる,かてる,かて,かつ	6472	1,68,82
38318	糒	1	0	0	16	米	10		ビ	ヒ				ほしい,ほしい-い	6475	1,68,85
38319	糘	1	0	0	16	米	10							すくも	6474	1,68,84
38320	糜	1	0	0	17	米	11		ミ	ビ				ただ-れる	6476	1,68,86
38321	糯	1	0	0	20	米	14		ナ	ダ				もちごめ	6479	1,68,89
38322	紊	1	0	0	10	糸	4		モン	ブン	ビン			みだ-れる	6524	1,69,4
38323	紮	1	0	0	11	糸	5		セチ	サツ				からげる	6527	1,69,7
38324	絋	1	0	0	11	糸	5		コウ,クヮゥ						6526	1,69,6
38325	絏	1	0	0	12	糸	6		セチ	セツ					6532	1,69,18
38326	絖	1	0	0	12	糸	6		コウ,クヮゥ					ぬめ,わた	652D	1,69,13
38327	絣	1	0	0	12	糸	6		ヒョウ,ヒャゥ	ホウ,ハゥ				かすり	6533	1,69,19
38328	絮	1	0	0	12	糸	6		ソ,チョ	ショ	ジョ			わた	6531	1,69,17
38330	絽	1	0	0	13	糸	7		ロ	リョ					6538	1,69,24
38331	綛	1	0	0	13	糸	7							かせ,かすり	6539	1,69,25
38332	綟	1	0	0	14	糸	8		ライ	レイ				もじ	6546	1,69,38
38333	綮	1	0	0	14	糸	8		キョウ,キャゥ,ケ	ケイ,ケィ					653B	1,69,27
38334	緤	1	0	0	15	糸	9		セチ	セツ				きずな,つな-ぐ	654A	1,69,42
38335	縅	1	0	0	15	糸	9							おど-し,おど-す	654F	1,69,47
38336	縒	1	0	0	16	糸	10		サ,サク,シ					よ-る	6553	1,69,51
38337	縡	1	0	0	16	糸	10		サイ					こと	6552	1,69,50
38338	縢	1	0	0	16	糸	10		ドウ,ドゥ	トウ,トゥ				かが-る,かな,から-げる,むかばき	6558	1,69,56
38339	縺	1	0	0	17	糸	11		レン					もつ-れる	6561	1,69,65
38340	繖	1	0	0	18	糸	12		サン						6564	1,69,68
38341	繙	1	0	0	18	糸	12		ホン	ハン				ひもと-く	6566	1,69,70
38342	繝	1	0	0	18	糸	12		ケン	カン					6563	1,69,67
38343	繦	1	0	0	17	糸	11		コウ,カゥ	キョウ,キャゥ				むつき,ぜにさし	655A	1,69,58
38344	繧	1	0	0	18	糸	12				ウン				6562	1,69,66
38345	繻	1	0	0	20	糸	14		ス,ニュウ	シュ,ジュ				うすぎぬ	656C	1,69,76
38346	繿	1	0	0	21	糸	15		ラン,ラム					ぼろ	6571	1,69,81
38347	纉	1	0	0	21	糸	15		サン					つ-ぐ	6573	1,69,83
38348	纐	1	0	0	21	糸	15				コウ,カウ			はな	6576	1,69,86
38349	纛	1	0	0	24	糸	18		ドウ,ダウ,ドク	トウ,タウ,トク				はたぼこ	657B	1,69,91
38350	缸	1	0	0	9	缶	3		ゴウ,ゴゥ	コウ,カゥ				かめ	657D	1,69,93
38351	罅	1	0	0	17	缶	11		ケ	カ				ひび,すき,もたい	6621	1,70,1
38352	罔	1	0	0	8	网	3		モウ,マゥ	ボウ,バゥ				あみ,しい-る,ない,くら-い	6628	1,70,8
38353	罕	1	0	0	7	网	3		カン					まれ	6627	1,70,7
38354	罘	1	0	0	9	网	4		ブ	フウ				うさぎあみ	6629	1,70,9
38355	罟	1	0	0	10	网	5		ク	コ				あみ	662A	1,70,10
38356	罠	1	0	0	10	网	5		ミン	ビン				わな,あみ	662B	1,70,11
38357	罧	1	0	0	13	网	8		シン,シム						662E	1,70,14
38358	罨	1	0	0	13	网	8		エン,エム		アン			あみ	662C	1,70,12
38359	罩	1	0	0	13	网	8		チョウ,テウ	トウ,タウ				こめ-る	662D	1,70,13
38360	罹	1	0	0	16	网	11		リ					かか-る	586D	1,56,77
38361	羂	1	0	0	18	网	13		ケン,クヱン					わな	6630	1,70,16
38362	羌	1	0	0	8	羊	2		コウ,カゥ	キョウ,キャゥ	キョン			ああ,えびす	6635	1,70,21
38363	羔	1	0	0	10	羊	4		コウ,カウ					こひつじ	6636	1,70,22
38364	羝	1	0	0	11	羊	5		タイ	テイ				おひつじ	6638	1,70,24
38365	羞	1	1	7	11	羊	5		シュ	シュウ,シウ				はじ-る,すすめ-る	6637	1,70,23
38366	羯	1	0	0	15	羊	9		コチ	ケツ	カツ				663B	1,70,27
38367	羲	1	0	0	16	羊	10		キ		ギ				663C	1,70,28
38368	羶	1	0	0	19	羊	13		セン					なまぐさ-い	663F	1,70,31
38369	羸	1	0	0	19	羊	13		ルイ					つか-れる,よわ-い	6640	1,70,32
38370	翊	1	0	0	11	羽	5		イキ	ヨク					6644	1,70,36
38371	翕	1	0	0	12	羽	6		コウ,コフ	キュウ,キフ				あ-う	6645	1,70,37
38372	翡	1	0	0	14	羽	8		ヒ						6647	1,70,39
38373	翦	1	0	0	15	羽	9		セン						6648	1,70,40
38375	翩	1	0	0	15	羽	9		ヘン					ひるが-える	6649	1,70,41
38376	翳	1	0	0	17	羽	11		アイ	エイ				かげ,かげ-る,かざ-す,かす-む,きぬがさ,くも-る,くもり	664A	1,70,42
38377	耄	1	0	0	10	老	4		モウ	ボウ				おいぼ-れる	664E	1,70,46
38378	耆	1	0	0	10	老	4		ギ,シ,ジ	キ				おい-る	664D	1,70,45
38379	耋	1	0	0	12	老	6		デチ	テツ				としより	664F	1,70,47
38380	耒	1	0	0	6	耒	0		ライ,ルイ					すき	6650	1,70,48
38382	耘	1	0	0	10	耒	4		ウン					くさぎ-る	6651	1,70,49
38383	耙	1	0	0	10	耒	4		ベ	ハ					6652	1,70,50
38384	耜	1	0	0	11	耒	5		ジ	シ				すき	6653	1,70,51
38386	耡	1	0	0	13	耒	7		ジョ	ソ				す-く,すき	6654	1,70,52
38387	耨	1	0	0	16	耒	10		ヌ	ドウ				くさぎ-る,くわ,すき	6655	1,70,53
38388	耿	1	0	0	10	耳	4		キョウ,キャゥ	コウ,カゥ				ひかり	6656	1,70,54
38389	聆	1	0	0	11	耳	5		リョウ,リャゥ	レイ,レィ				きく	6659	1,70,57
38390	聊	1	0	0	11	耳	5		リョウ,レウ					いささか	6658	1,70,56
38391	聒	1	0	0	12	耳	6		カチ,クヮチ	カツ,クヮツ				かまびす-しい	665A	1,70,58
38392	聘	1	0	0	13	耳	7		ヒョウ,ヒャゥ	ヘイ,ヘィ				と-う,め-す	665B	1,70,59
38393	聚	1	0	0	14	耳	8		ズ	シュ	シュウ,ジュ			あつ-まる	665C	1,70,60
38394	聢	1	0	0	14	耳	8							しか,しかと	665E	1,70,62
38395	聿	1	0	0	6	聿	0		イチ	イツ				ふで,ここに	6666	1,70,70
38396	肄	1	0	0	13	聿	7		イ					なら-う	6667	1,70,71
38397	肓	1	0	0	7	肉	3		コウ,クヮゥ						666B	1,70,75
38398	肚	1	0	0	7	肉	3		ズ,ヅ,ツ	ト				はら	666C	1,70,76
38399	肛	1	0	0	7	肉	3		コウ,コゥ	カゥ					666A	1,70,74
38400	肭	1	0	0	8	肉	4		ノチ	ドツ					666D	1,70,77
38401	胖	1	0	0	9	肉	5		ハン,バン					なお,ひろ,ゆたか	6676	1,70,86
38402	胙	1	0	0	9	肉	5		ゾ	ソ				ひもろぎ	6672	1,70,82
38403	胚	1	0	0	9	肉	5		ヘ	ハイ				はらみ,はら-む	6675	1,70,85
38404	胛	1	0	0	9	肉	5		キョウ,ケフ	コウ,カフ				かいがらぼね	6670	1,70,80
38405	胝	1	0	0	9	肉	5		チ					あかぎれ	6673	1,70,83
38406	胥	1	0	0	9	肉	5		ソ	ショ				あい,み-る,みな	6671	1,70,81
38407	胯	1	0	0	10	肉	6		ク,ケ,クヱ	カ,クヮ,コ				また	6678	1,70,88
38408	胱	1	0	0	10	肉	6		コウ,クヮゥ						6679	1,70,89
38409	胼	1	0	0	10	肉	6		ベン	ヘン					6726	1,71,6
38410	脯	1	0	0	11	肉	7		フ,ブ	ホ				こじし,ほじし	667D	1,70,93
38411	脾	1	0	0	12	肉	8		ビ	ヒ					6723	1,71,3
38412	腆	1	0	0	12	肉	8		テン					あつ-い	6722	1,71,2
38413	腋	1	0	0	12	肉	9		ヤク	エキ				わき	667E	1,70,94
38414	腑	1	0	0	12	肉	8		フ					はらわた	6725	1,71,5
38415	腓	1	0	0	12	肉	8		ビ	ヒ				ふくらはぎ,こむら,こぶら	6724	1,71,4
38416	腥	1	0	0	13	肉	9		ショウ,シャゥ	セイ,セィ				なまぐさ-い	6729	1,71,9
38417	腱	1	0	0	13	肉	9		コン	ケン					6727	1,71,7
38418	腴	1	0	0	13	肉	9		ユ					あぶら,こえ-る	672B	1,71,11
38419	膀	1	0	0	14	肉	10		ボウ,バゥ	ホウ,ハゥ					672F	1,71,15
38420	膂	1	0	0	14	肉	10		ロ	リョ				せぼね	6730	1,71,16
38421	膈	1	0	0	14	肉	10		キャク	カク					672D	1,71,13
38422	膊	1	0	0	14	肉	10		ハク					ほじし	672E	1,71,14
38423	膕	1	0	0	15	肉	11		キャク,クヰャク	カク,クヮク				ひかがみ	6732	1,71,18
38425	膤	1	0	0	15	月	11								6733	1,71,19
38426	膰	1	0	0	16	肉	12		ボン	ハン				ひもごり,ひもろぎ	6738	1,71,24
38428	膵	1	0	0	16	肉	12				スイ				6739	1,71,25
38429	膺	1	0	0	17	肉	13		オウ,オゥ	ヨウ,ヨゥ				むね	673F	1,71,31
38431	臀	1	0	0	17	肉	13		ドン	トン	デン			しり	673D	1,71,29
38432	臂	1	0	0	17	肉	13		ヒ					ひじ	673E	1,71,30
38433	臑	1	0	0	18	肉	14		ノウ,ナウ,ニュウ	ドウ,ダウ,ジュ				すね	6742	1,71,34
38435	臙	1	0	0	20	肉	16		エン					のど,べに	6743	1,71,35
38436	臧	1	0	0	15	臣	8				ゾウ,ソウ			よい,おさめる,かくす,まいない,しもべ	6749	1,71,41
38437	臻	1	0	0	16	至	10		シン					いた-る	674B	1,71,43
38438	臾	1	0	0	9	臼	2		ユ						674C	1,71,44
38439	舁	1	0	0	9	臼	3		ヨ					か-く	674D	1,71,45
38440	舂	1	0	0	11	臼	5		シュ	ショウ,ショゥ				うすつ-く,うすづ-く	674E	1,71,46
38441	舅	1	0	0	13	臼	7		グ	キュウ,キウ				しゅうと	674F	1,71,47
38442	舐	1	0	0	10	舌	4		ジ	シ				ねぶ-る,な-める	6753	1,71,51
38443	舫	1	0	0	10	舟	4		ホウ,ハゥ					もや-う,もやい,もやいぶね	6756	1,71,54
38444	舳	1	0	0	11	舟	5		ジク,ヂク	チク				へ,へさき,とも	6758	1,71,56
38446	舸	1	0	0	11	舟	5		カ					ふね	6757	1,71,55
38447	艀	1	0	0	13	舟	7		ブ	フウ	フ			はしけ	6759	1,71,57
38448	艘	1	0	0	16	舟	10		シュ,ソウ,サウ					ふね	675B	1,71,59
38449	艚	1	0	0	17	舟	11		ゾウ,ザウ	ソウ,サウ					675D	1,71,61
38450	艝	1	0	0	17	舟	11							そり	675C	1,71,60
38452	艟	1	0	0	18	舟	12		シュ,ズウ,ヅゥ	ショウ,ショゥ,トウ,トゥ	ドウ,ドゥ			いくさぶね	675E	1,71,62
38453	艢	1	0	0	19	舟	13		ゾウ,ザゥ	ショウ,シャゥ				とも,ほばしら	6760	1,71,64
38454	艨	1	0	0	20	舟	14		ム	ボウ,ボゥ	モウ,モゥ			いくさぶね	6761	1,71,65
38455	艪	1	0	0	21	舟	15		ル	ロ				やぐら,かい	6762	1,71,66
