pageid	title	is_kanji	joyo	edu_year	sokaku	busyu	busyu_kaku	joyo_yomi	onyomi_go	onyomi_kan	onyomi_other	kunyomi_nai	kunyomi_gai	kunyomi_other	jis	kuten
28162	役	1	1	3	7	彳	4	やく,やく	ヤク	エキ					4C72	1,44,82
28268	信	1	1	4	9	人	7	しん,しん		シン				まこと,まか-せる,まか-す,たよ-る,たよ-り	3F2E	1,31,14
28317	煙	1	1	7	13	火	9	えん		エン				けむり,けむ-る,けむ-い	316C	1,17,76
28319	教	1	1	2	11	攴	7	きよう,きょう,きよう,きょう	キョウ	コウ		おし-える,おそ-わる	ひさ,のり		3635	1,22,21
28548	開	1	1	3	12	門	4	かい,かい	ケ,カイ					ひら-く,ひら-ける,ひら-き,あ-く,あけ-る,あ-き	332B	1,19,11
28549	止	1	1	2	4	止	0	し,し	シ		ト	と-まる,と-める,ただ	とど-まる,とど-める,や-める,や-む,よ-す,ただ		3B5F	1,27,63
28576	若	1	1	6	8	艸	5	しやく,じゃく,しやく,じゃく	ニャク,ニャ	ジャク,ジャ				わか-い,も-し	3C63	1,28,67
29351	治	1	1	4	8	水	5	ち,ち	ジ,ヂ	チ				おさ-める,おさ-まる,なお-す,なお-る	3C23	1,28,03
29474	雚	1	0	0	18	隹	10			カン				こうのとり	7B73	2,91,76
29480	切	1	1	2	4	刀	2	せつ,せつ	セチ,サイ	セツ,セイ				き-る,き-れる	405A	1,32,58
29505	央	1	1	3	5	大	2	おう,おう						なか-ば	317B	1,17,91
29577	成	1	1	4	6	戈	3	せい,せい	ジョウ	セイ				な-る,な-す	402E	1,32,14
29599	少	1	1	2	4	小	1	しよう,しょう,しよう,しょう		ショウ,セウ				すく-ない,すこ-し,わか-い	3E2F	1,30,15
29600	嫌	1	1	7	13	女	10	けん	ゲン	ケン				きら-う,きら-い,いや	3779	1,23,89
29615	冷	1	1	4	7	冫	5	れい,れい	リョウ	レイ				つめ-たい,ひ-える,ひ-やす,ひ-や,ひ-やかす,さ-める,さ-ます	4E64	1,46,68
29621	与	1	1	7	3	一	2	よ		ヨ				あた-える,くみ-する	4D3F	1,45,31
29648	皮	1	1	3	5	皮	0	ひ,ひ	ビ	ヒ				かわ	4869	1,40,73
29649	転	1	1	3	11	車	4	てん,てん		テン		ころ-がす,ころ-がる,ころ-げる,ころ-ぶ	うたた,うつ-る,くるり,まろ-ぶ		453E	1,37,30
29749	祭	1	1	3	11	示	6	さい,さい	サイ	セイ		まつ-り,まつ-る	まつり		3A57	1,26,55
29800	平	1	1	3	5	干	2	へい,へい	ビョウ	ヘイ,ヘィ	ヒョウ,ヒャゥ	たいら,ひら	な-らす,おだ-やか,なみ,つね,なり		4A3F	1,42,31
29846	又	1	1	7	2	又	0	ゆう	ウ	ユウ				また	4B74	1,43,84
29989	為	1	1	7	9	火	5	い		イ,ヰ				ため,な-す,な-る,す-る	3059	1,16,57
30047	英	1	1	4	8	艸	5	えい,えい	ヨウ	エイ,エ				はな,はなぶさ	151?	,42,9
30057	総	1	1	5	14	糸	8	そう,そう	ス	ソウ				す-べる,す-ぶ,すべ-て,すべて,ふさ	416D	,33,77
30058	発	1	1	3	9	癶	4	はつ,はつ	ホチ,ホツ	ハツ				た-つ	482F	1,40,15
30221	作	1	1	2	7	人	5	さく,さく		サク,サ,サッ		つく-る,づくり,つく-り,づく-り	な-す,くり,まさか,あり,つくり,つくる,とも,なお,なり,ふか		2678	1,26,78
30222	毎	1	1	2	6	毋	2	まい,まい	マイ	バイ				ごと,つね,むさぼ-る,かず	4372	1,43,72
30224	晴	1	1	2	12	日	8	せい,せい	ショウ	セイ		は-れる,は-らす	は-れ,ば-れ,きよし,てる,なり,はる,はれ		4032	1,32,18
30225	里	1	1	2	7	里	0	り,り		リ		さと	さ,みちのり,か,さとし,と,のり,り		4E24	1,46,04
30226	麦	1	1	2	7	麦	0	はく,ばく,はく,ばく	ミャク	バク		むぎ,む			3994	1,39,94
30232	曜	1	1	2	18	日	14	よう,よう	エウ				かがや-く,ひかり,あきら,てらす,てる,よう		4543	1,45,43
30233	友	1	1	2	4	又	2	ゆう,ゆう	ウ	ユウ,イウ		とも	みかた,う,ど,すけ,ゆ,ゆう		4507	1,45,07
30234	弱	1	1	2	10	弓	7	しやく,じゃく,しやく,じゃく	ニャク	ジャク		よわ-い,よわ-まる,よわ-める,よわ-る	ゆわい,ゆわまる,ゆわる		3C65	1,28,69
30240	社	1	1	2	7	示	3	しや,しゃ,しや,しゃ	ジャ	シャ		やしろ	くみあい,あり,こそ,たか		2850	1,28,50
30241	考	1	1	2	6	老	0	こう,こう		コウ,カウ		かんが-える	かんが-え,たか,ただ,ちか,とし,なか,なる,のり,やす,よし		394D	1,25,45
30242	才	1	1	2	3	手	0	さい,さい	ザイ	サイ			かど,ざえ,わずかに,かしこ,かた,さ,たえ,とし,もち		2645	1,26,45
30251	門	1	1	2	8	門	0	もん,もん	モン	ボン		かど	いえ,じょう,と,みうち,も,かな,ど,ひろ,ゆき		4471	1,44,71
30252	線	1	1	2	15	糸	9	せん,せん	セン					いと,すじ	3294	1,32,94
30253	黄	1	1	2	11	黄	0	こう,こう	オウ	コウ		き,こ	うい,れい,かつみ		1811	1,18,11
30261	走	1	1	2	7	走	0	そう,そう	ス	ソウ		はし-る	はしり,かける,ゆき		3386	1,33,86
30262	池	1	1	2	6	水	3	ち,ち	ヂ	チ		いけ			3551	1,35,51
30263	台	1	1	2	5	口	2	たい,だい,たい,だい	ダイ,タイ				うてな,しもべ,つかさ,ゆろこぶ,われ,だい,もと		4266	1,34,70
30330	船	1	1	2	11	舟	5	せん,せん	ゼン	セン		ふな,ふね	ふ		3305	1,33,05
30411	敬	1	1	6	12	攴	8	けい,けい	キョウ	ケイ				うやま-う	3749	1,23,41
30412	勝	1	1	3	12	力	10	しよう,しょう,しよう,しょう		ショウ				か-つ,まさ-る	3E21	1,30,1
30414	宀	1	0	0	3	宀	0								555F	1,53,63
30416	望	1	1	4	11	月	7	ほう,ぼう,ほう,ぼう	モウ	ボウ				のぞ-む	4B3E	1,43,30
30419	画	1	1	2	8	田	3	かく,かく	エ,ヱ,ガ,グヮ	カイ,クヮイ				えが-く,か-く	3268	1,18,72
30421	室	1	1	2	9	宀	6	しつ,しつ	シチ	シツ				むろ,へや,いえ,さや	3C3C	1,28,28
30422	察	1	1	4	14	宀	11	さつ,さつ	セチ	サツ				あきら-か	3B21	1,27,01
30424	洗	1	1	6	9	水	6	せん,せん	サイ,セン	セイ				あら-う,すす-ぐ,あら-い,きよ,よし	4076	1,32,86
30426	源	1	1	6	13	水	10	けん,げん,けん,げん	ゴン	ゲン				みなもと	383B	1,24,27
30428	済	1	1	6	11	水	8	さい,さい	サイ	セイ	ザイ	す-む,す-ます	なり,わた-る,わたし,な-す,すく-う,ずみ,ず-み,わたる,すむ		3A51	1,26,49
30441	店	1	1	2	8	广	5	てん,てん		テン,テム		みせ	たな		3725	1,37,25
30480	丸	1	1	2	3	丶	2	かん,がん,かん,がん	ガン,グヮン	カン,クヮン		まる,まる-い,まる-める	わ,わに		345D	1,20,61
30481	原	1	1	2	10	厂	8	けん,げん,けん,げん	ゴン	ゲン,グヱン	ガン,グヮン	はら	ばる,わた,わら		3757	1,24,22
30482	戸	1	1	2	4	戸	0	こ,こ	グ,ゴ	コ		と	へ,え		384D	1,24,45
30483	計	1	1	2	9	言	2	けい,けい	ケ	ケイ		はか-る,はか-らう	かず,け,え		3757	1,23,55
30484	寺	1	1	2	6	寸	3	し,じ,し,じ	ジ	シ		てら			3B7B	1,27,91
30485	帰	1	1	2	10	巾	7	き,き	キ			かえ-る,かえ-す	おく-る,とつ-ぐ		3522	1,21,02
30486	算	1	1	2	14	竹	8	さん,さん	サン,セン		ソン		かず,かぞ-える		3B3B	1,27,27
30487	近	1	1	2	7	辵	4	きん,きん	ゴン	キン	コン	ちか-い			3661	1,22,65
30488	谷	1	1	2	7	谷	0	こく,こく	コク			たに	きわ-まる,せ,たり,たん,や,やち,い,え		432B	1,35,11
30489	当	1	1	2	6	彑	3	とう,とう	トウ,タゥ			あ-たる,あ-てる	あ-たり,まさ-に,まさ-に・・・すべし		4576	1,37,86
30490	半	1	1	2	5	十	3	はん,はん	ハン			なか-ば	は		483E	1,40,30
30491	買	1	1	2	12	貝	5	はい,ばい,はい,ばい	メ	バイ		か-う			4763	1,39,67
30492	番	1	1	2	12	田	7	はん,ばん,はん,ばん	ハ,バン,ホン,ボン	ハン			つが-う,つが-える,つがい,ま		4856	1,40,54
30493	売	1	1	2	7	士	4	はい,ばい,はい,ばい	メ	バイ	マイ	う-る,う-れる	うる,め,うり		4764	1,39,68
30494	直	1	1	2	8	目	3	,	ジキ,ヂキ,ジカ	チョク		なお-す,なお-る,ただ-ちに	のう,す-ぐ,なお-き,のお,すぐ,あたい,あたえ		443E	1,36,30
30495	答	1	1	2	12	竹	6	とう,とう	トウ,トフ	タフ		こた-える,こた-え	どう		457A	1,37,90
30496	図	1	1	2	7	囗	4	す,ず,す,ず	ズ,ヅ	ト		はか-る	え		3F5E	1,31,62
30497	昔	1	1	3	8	日	4	せき,せき	シャク	セキ		むかし			404E	1,32,46
30499	世	1	1	3	5	一	4	せ,せ	セ	セイ		よ	さんじゅう,ゆ,ゆき,とし		4024	1,32,04
30500	進	1	1	3	11	辵	8	しん,しん	シン			すす-む,すす-める	の-びる		3F4A	1,31,42
30501	乗	1	1	3	9	丿	8	しよう,じょう,しよう,じょう	ジョウ	ショウ		の-る,の-せる	の-り,のり		3E68	1,30,72
30502	章	1	1	3	11	立	6	しよう,しょう,しよう,しょう	ショウ,シャウ					あきら,あや,ふみ	3E4F	1,30,47
30503	消	1	1	3	10	水	7	しよう,しょう,しよう,しょう	ショウ,セウ			け-す,き-える			3E43	1,30,35
30504	商	1	1	3	11	口	8	しよう,しょう,しよう,しょう		ショウ,シャウ		あきな-う			3E26	1,30,06
30505	宿	1	1	3	11	宀	8	しゆく,しゅく,しゆく,しゅく	シュ,スク	シュウ,シウ,シュク		やど,A,やど-る,A,やど-す	ぶすき,やけ,すく		3D49	1,29,41
30506	昭	1	1	3	9	日	5	しよう,しょう,しよう,しょう		ショウ,セウ			あき-らか		3E3C	1,30,28
30507	助	1	1	3	7	力	5	しよ,じょ,しよ,じょ	ジョ	ソ		すけ,たす-ける,たす-かる			3D75	1,29,85
30508	集	1	1	3	12	隹	4	しゆう,しゅう,しゆう,しゅう	ジュウ,ジフ	シュウ,シフ		あつ-まる,あつ-める,つど-う	ず,あつまり,たか-る		3D38	1,29,24
30509	習	1	1	3	11	羽	5	しゆう,しゅう,しゆう,しゅう	ジュウ,ジフ	シュウ,シフ		なら-う	なら-い		3D2C	1,29,12
30510	住	1	1	3	7	人	5	しゆう,じゅう,しゆう,じゅう	ジュウ,ヂュウ	チュウ		す-む,す-まう	ず-まい,すみ,し		3D3B	1,29,27
30511	拾	1	1	3	9	手	6	しゆう,しゅう,しゆう,しゅう	ジュウ,ジフ	シュウ,シフ		ひろ-う	とお		3D26	1,29,06
30512	受	1	1	3	8	又	6	しゆ,じゅ,しゆ,じゅ	ズ	シュウ,シウ	ジュ	う-ける,う-かる			3C75	1,28,85
30513	写	1	1	3	5	冖	3	しや,しゃ,しや,しゃ	シャ			うつ-る,うつ-す	うつ-し		3C4C	1,28,44
30514	式	1	1	3	6	弋	3	しき,しき	シキ	ショク			のり		3C30	1,28,16
30515	次	1	1	3	6	欠	2	し,じ,し,じ	シ		ジ	つぎ,つ-ぐ	すき,つぐ,よし		3C21	1,28,01
30516	詩	1	1	3	13	言	6	し,し	シ				うた		3B6D	1,27,77
30517	歯	1	1	3	12	齒	0	し,し	シ			は	よわい,よわ-い,よわい-する		3B75	1,27,85
30518	皿	1	1	3	5	皿	0	さら,さら	ミョウ,ミャウ	メイ	ベイ	さら			3B2E	1,27,14
30519	使	1	1	3	8	人	6	し,し	シ			つか-う	つか-い,づか-い		3B48	1,27,40
30520	仕	1	1	3	5	人	3	し,し	ジ	シ		つか-える			3B45	1,27,37
30521	号	1	1	3	5	口	2	,	ゴウ,ガウ	コウ,カウ			さけ-ぶ,よびな		3966	1,25,70
30522	港	1	1	3	12	水	9	こう,こう	コウ	カウ				みなと	3941	1,25,33
30524	庫	1	1	3	10	广	7	こ,こ	ク	コ			くら		384B	1,24,43
30525	湖	1	1	3	12	水	9	こ,こ	グ,ゴ	コ		みずうみ			3850	1,24,48
30526	研	1	1	3	9	石	4	けん,けん	ゲン		ケン	と-ぐ	みが-く,のり		3826	1,24,06
30527	決	1	1	3	7	水	4	けつ,けつ	ケチ,クヱチ	ケツ,クヱツ		き-める,き-まる	ぎ-め,さ-く,さだ-める		3768	1,23,72
30536	業	1	1	3	13	木	9	きよう,ぎょう,きよう,ぎょう	ゴウ,ゴフ	ギョウ,ゲフ		わざ	のぶ,なり		3648	1,22,40
30537	区	1	1	3	4	匸	2	く,く	ウ,ク	オウ					3668	1,22,72
30538	係	1	1	3	9	人	7	けい,けい	ゲ	ケイ		かかり,かか-る	がかり,かか-わる		3738	1,23,24
30539	具	1	1	3	8	八	6	く,ぐ,く,ぐ	グ	ク		そろ-い,	そな-える,そな-わる,つぶさ-に,とも,つま,そろ-い,		3671	1,22,81
30540	苦	1	1	3	8	艸	5	く,く	ク	コ		くる-しい,くる-しむ,くる-しめる,にが-い,にが-る			366C	1,22,76
30541	局	1	1	3	7	尸	4	きよく,きょく,きよく,きょく	ゴク	キョク			つぼね		3649	1,22,41
30542	曲	1	1	3	6	曰	2	きよく,きょく,きよく,きょく	コク	キョク		ま-がる,ま-げる	まがた		364A	1,22,42
30543	級	1	1	3	9	糸	3	きゆう,きゅう,きゆう,きゅう	コウ,コフ	キュウ,キフ			しな		3569	1,21,73
30544	去	1	1	3	5	厶	3	きよ,きょ,きよ,きょ	コ	キョ		さ-る	い		356E	1,21,78
30545	急	1	1	3	9	心	5	きゆう,きゅう,きゆう,きゅう	コウ,コフ	キュウ,キフ		いそ-ぐ	いそ-ぎ		355E	1,21,62
30546	究	1	1	3	7	穴	2	きゆう,きゅう,きゆう,きゅう	ク	キュウ,キウ		きわ-める	きゅ		3566	1,21,70
30547	岸	1	1	3	8	山	5	かん,がん,かん,がん	ガン			きし	けし		345F	1,20,63
30548	客	1	1	3	9	宀	6	きやく,きゃく,きやく,きゃく	キャク	カク			まろうど		3552	1,21,50
30549	館	1	1	3	16	食	8	,	カン,クヮン			やかた	たて,たち		345B	1,20,59
30550	界	1	1	3	9	田	4	かい,かい	ケ	カイ					3326	1,19,06
30551	階	1	1	3	12	阜	9	かい,かい	ケ	カイ			きざはし,と,しな		332C	1,19,12
30552	感	1	1	3	13	心	9	,	コン,コム	カン,カム			かま-ける		3436	1,20,22
30553	荷	1	1	3	10	艸	7	か,か	ガ	カ		に	にな-う,はす		3259	1,18,57
30554	屋	1	1	3	9	尸	6	おく,おく	オク,ヲク			や	た		3230	1,18,16
30555	横	1	1	3	15	木	11	おう,おう	オウ,ワゥ	コウ,クヮゥ		よこ			3223	1,18,03
30556	泳	1	1	3	8	水	5	えい,えい	ヨウ,ヰャゥ	エイ,ヱィ		およ-ぐ			314B	1,17,43
30557	飲	1	1	3	12	食	4	いん,いん	オン,オム	イン,イム		の-む	の-み		307B	1,16,91
30559	運	1	1	3	12	辵	9	うん,うん	ウン			はこ-ぶ			313F	1,17,31
30560	院	1	1	3	10	阜	7	いん,いん	エン,ヱン		イン,ヰン				3121	1,17,01
30561	員	1	1	3	10	口	7	いん,いん	ウン,エン,ヱン	イン,ヰン			かず,いな		3077	1,16,87
30562	育	1	1	3	8	肉	4	,	イク			そだ-つ,そだ-てる,はぐく-む	やす		3069	1,16,73
30563	医	1	1	3	7	匸	5	,	アイ,イ	エイ			い-やす,くすし		3065	1,16,69
30564	委	1	1	3	8	女	5	,	イ,ヰ			ゆだ-ねる	くわ-しい,まか-せる		3051	1,16,49
30565	暗	1	1	3	13	日	9	あん,あん	オン,オム	アン,アム		くら-い			3045	1,16,37
30566	路	1	1	3	13	足	6	ろ,ろ	ル	ロ		じ,ぢ	みち		4F29	1,47,09
30567	列	1	1	3	6	刀	4	れつ,れつ	レチ	レツ				なら-ぶ,なら-べる		,,
30568	礼	1	1	3	5	示	1	れい,れい	ライ	レイ			なり,のり,ひろし,あや		4E69	1,46,73
30569	両	1	1	3	6	一	5	りよう,りょう,りよう,りょう	リョウ,リャウ					ふた-つ,もろ,ころ	4E3E	1,46,30
30570	旅	1	1	3	10	方	6	りよ,りょ,りよ,りょ	ロ	リョ		たび			4E39	1,46,25
30571	落	1	1	3	12	艸	9	らく,らく	ラク			お-ちる,お-とす	おち		4D6E	1,45,78
30572	様	1	1	3	14	木	10	よう,よう	ヨウ,ヤゥ			さま	さん		4D4D	1,45,45
30573	予	1	1	3	4	亅	3	,	ヨ				あらかじ-め,かね-て,あた-える		4D3D	1,45,29
30574	遊	1	1	3	12	辵	9	ゆう,ゆう	ユ	ユウ,イウ		あそ-ぶ	あそ-ばす,う,あす		4D37	1,45,23
30575	油	1	1	3	8	水	5	ゆ,ゆ	ユ	ユウ,イウ		あぶら			4C7D	1,44,93
30576	由	1	1	3	5	田	0	ゆう,ゆう	ユ	ユウ,イウ	ユイ	よし	よ-る		4D33	1,45,19
30577	薬	1	1	3	16	艸	13	やく,やく	ヤク			くすり	み		4C74	1,44,84
30578	問	1	1	3	11	口	8	もん,もん	モン	ブン		と-う,と-い,とん	はる		4C64	1,44,68
30579	放	1	1	3	8	攴	4	,	ホウ,ハウ			はな-す,はな-つ,はな-れる,ほう-る	っぱな-し,こ-く,はなれ,ま-る		4A7C	1,42,92
30580	勉	1	1	3	10	力	8	へん,べん,へん,べん	メン	ベン			つと-める,はげ-ます,やつ,ひこ,かつ		4A59	1,42,57
30581	返	1	1	3	7	辵	4	へん,へん	ホン	ハン	ヘン	かえ-す,かえ-る			4A56	1,42,54
30582	服	1	1	3	8	月	4	ふく,ふく	ブ,ブク	フウ,フク			はつ,はら,はっ		497E	1,41,94
30583	負	1	1	3	9	貝	2	ふ,ふ	ブ	フウ	フ	ま-ける,ま-かす,お-う	そむ-く		4969	1,41,73
30584	病	1	1	3	10	疒	5	ひよう,びょう,ひよう,びょう	ビョウ,ビャゥ	ヘイ,ヘィ		やまい,や-む	や-み		4942	1,41,34
30585	秒	1	1	3	9	禾	4	ひよう,びょう,ひよう,びょう	ミョウ,メウ	ビョウ,ベウ					4943	1,41,35
30586	筆	1	1	3	12	竹	6	ひつ,ひつ	ヒチ	ヒツ		ふで	くし		492E	1,41,14
30587	悲	1	1	3	12	心	8	ひ,ひ	ヒ			かな-しい,かな-しむ			4861	1,40,65
30588	板	1	1	3	8	木	4	はん,はん	ヘン	ハン	バン	いた			4844	1,40,36
30589	坂	1	1	3	7	土	4	はん,はん	ベン,ホン	ハン	バン	さか	ざ		3A64	1,26,68
30590	反	1	1	3	4	又	2	はん,はん	ホン	ハン,ヘン	タン	そ-る,そ-らす	そむ-く,かえ-る,かえ-す,た,そり		483F	1,40,31
30591	畑	1	1	3	9	田	4	はたけ,はたけ				はたけ,はた	まま,かま		482A	1,40,10
30592	箱	1	1	3	15	竹	9	はこ,はこ	ソウ,サゥ	ショウ,シャゥ		はこ			4822	1,40,02
30593	倍	1	1	3	10	人	8	はい,ばい,はい,ばい	バイ,ベ	ハイ			かさ-ねる,ま-す		475C	1,39,60
30594	配	1	1	3	10	酉	3	はい,はい	ハイ,ヘ			くば-る			475B	1,39,59
30595	波	1	1	3	8	水	5	は,は	ハ			なみ	みな,みなみ,わ,ひら		4748	1,39,40
30596	農	1	1	3	13	辰	6	のう,のう	ノ,ノウ,ノゥ	ドウ,ドゥ			の,み,な		4740	1,39,32
30597	童	1	1	3	12	立	7	とう,どう,とう,どう	ズウ,ヅウ	トウ	ドウ			わらべ	4638	1,38,24
30598	等	1	1	3	12	竹	6	とう,とう	タイ,トウ,トゥ			ひと-しい	おな-じ,など,ら		4579	1,37,89
30599	登	1	1	3	12	癶	7	とう,とう	トウ,トゥ		ト	のぼ-る	のぼり,のぼし,あ-がる,のり,たか		4550	1,37,48
30600	湯	1	1	3	12	水	9	とう,とう		トウ,タゥ,ショウ,シャゥ	タン	ゆ			4572	1,37,82
30601	豆	1	1	3	7	豆	0	とう,とう	ズ,ヅ	トウ		まめ	ど		4626	1,38,06
30602	投	1	1	3	7	手	4	とう,とう	ズ,ヅ	トウ		な-げる			456A	1,37,74
30603	笛	1	1	3	11	竹	5	てき,てき	ジャク,ヂャク	テキ		ふえ	う		452B	1,37,11
30604	定	1	1	3	8	宀	5	,	ジョウ,ヂャゥ	テイ,ティ		さだ-める,さだ-まる,さだ-か,さだんで	さた,さだんで		446A	1,36,74
30605	追	1	1	3	9	辵	6	つい,つい	ツイ			お-う	おい		4449	1,36,41
30606	帳	1	1	3	11	巾	8	ちよう,ちょう,ちよう,ちょう	チョウ,チャゥ				とばり		4422	1,36,02
30607	柱	1	1	3	9	木	5	ちゆう,ちゅう,ちゆう,ちゅう	ジュウ,ヂュウ	チュウ		はしら			436C	1,35,76
30608	注	1	1	3	8	水	5	ちゆう,ちゅう,ちゆう,ちゅう	ス	シュ	チュウ	そそ-ぐ	さ-す,つ-ぐ		436D	1,35,77
30609	着	1	1	3	12	羊	5	ちやく,ちゃく,ちやく,ちゃく	ジャク,ヂャク	チャク		き-る,き-せる,つ-く,つ-ける	ぎ		4365	1,35,69
30610	談	1	1	3	15	言	8	,	ダン,ダム	タン,タム				かた-る	434C	1,35,44
30611	炭	1	1	3	9	火	5	たん,たん	タン					すみ	433A	1,35,26
30612	題	1	1	3	18	頁	9	たい,だい,たい,だい	ダイ	テイ					426A	1,34,74
30613	第	1	1	3	11	竹	5	たい,だい,たい,だい	ダイ	テイ					4268	1,34,72
30614	待	1	1	3	9	彳	6	たい,たい	ダイ	タイ		ま-つ	ま-ち,まつ,まち		4254	1,34,52
30615	対	1	1	3	7	寸	4	たい,たい	タイ		ツイ		あいて,こた-える,そろ-い,つれあ-い,なら-ぶ,むか-う,つし		4250	1,34,48
30616	打	1	1	3	5	手	2	た,だ,た,だ	チョウ,チャゥ	テイ,ティ	ダ	う-つ	ぶ-つ,うち,ダース		4247	1,34,39
30617	族	1	1	3	11	方	7	そく,ぞく,そく,ぞく	ゾク	ソク			つぎ,やから		4232	1,34,18
30618	想	1	1	3	13	心	9	そう,そう	ソウ,サウ	ショウ,シャウ	ソ			おも-う	415B	1,33,59
30619	送	1	1	3	9	辵	6	そう,そう	ス	ソウ,ソゥ		おく-る			4177	1,33,87
30620	練	1	1	3	14	糸	8	れん,れん	レン			ね-る	ね-り,ねり		4E7D	1,46,93
30621	典	1	1	4	8	八	6	てん,てん	テン				つね,の,のり,すけ,ふみ		4535	1,37,21
30622	底	1	1	4	8	广	5	てい,てい	タイ	テイ		そこ			446C	1,36,76
30623	停	1	1	4	11	人	9	てい,てい	ジョウ,ヂャゥ	テイ,ティ	チョウ,チャゥ		と-める,と-まる		4464	1,36,68
30624	貯	1	1	4	12	貝	5	ちよ,ちょ,ちよ,ちょ	チョ				た-める,たくわ-える		4379	1,35,89
30625	仲	1	1	4	6	人	4	ちゆう,ちゅう,ちゆう,ちゅう	ジュウ,ヂュゥ	チュウ,チュゥ		なか	つづき,なかつ,ちゅん		4367	1,35,71
30626	置	1	1	4	13	网	8	ち,ち	チ			お-く	お-き,おけ,おき		4356	1,35,54
30627	単	1	1	4	9	ツ	6	,	ゼン,タン	セン				ひとえ	4331	1,35,17
30628	隊	1	1	4	12	阜	9	たい,たい	ダイ	タイ					4262	1,34,66
30629	帯	1	1	4	10	巾	7	たい,たい	タイ			おび,お-びる	たて		4253	1,34,51
30630	卒	1	1	4	8	十	6	そつ,そつ	シュチ,ソチ	シュツ,ソツ				お-える,お-わる,つい-に,にわか-に	4234	1,34,20
30631	束	1	1	4	7	木	3	そく,そく	ソク	ショク		たば	たば-ねる,つか,つか-ねる		422B	1,34,11
30632	側	1	1	4	11	人	9	,	シキ	ソク		がわ,かわ	そば		4226	1,34,06
30633	巣	1	1	4	11	ツ	8	,	ジョウ,ゼウ	ソウ,サウ		す	す-くう		4163	1,33,67
30634	倉	1	1	4	10	人	8	そう,そう	ソウ,サゥ			くら			4152	1,33,50
30635	選	1	1	4	15	辵	12	せん,せん	セン			えら-ぶ			412A	1,33,10
30636	浅	1	1	4	9	水	6	せん,せん	セン			あさ-い,あざ			4075	1,32,85
30637	説	1	1	4	14	言	7	せつ,せつ	エチ,セ,セチ	エツ,セイ,セツ	ゼイ	と-く	とき,さとし		4062	1,32,66
30638	折	1	1	4	7	手	4	せつ,せつ	セチ	セツ		おり,お-る,お-れる	お-り,くじ-く		405E	1,32,62
30639	積	1	1	4	16	禾	11	せき,せき	シ,シャク	セキ		つ-む,つ-もる	ずみ,しゃこ,さか,つみ,つ-もり,づ-み		4051	1,32,49
30640	席	1	1	4	10	巾	7	せき,せき	ジャク	セキ			むしろ		404A	1,32,42
30641	静	1	1	4	14	青	6	せい,せい	ジョウ,ジャゥ	セイ,セィ		しず,しず-か,しず-まる,しず-める	しづ		4045	1,32,37
30642	清	1	1	4	11	水	8	せい,せい	ショウ,シャウ	セイ	シン	きよ-い,きよ-まる,きよ-める	せ,すみ,すが,し,さや,ちん,あき		4036	1,32,22
30643	臣	1	1	4	7	臣	0	しん,しん					たか,と,とみ,おみ		3F43	1,31,35
30644	賞	1	1	4	15	貝	8	しよう,しょう,しよう,しょう	ショウ,シャウ					ほ-める	3E5E	1,30,62
30646	録	1	1	4	16	金	8	ろく,ろく	ロク	リョク			と-る		4F3F	1,47,31
30647	老	1	1	4	6	老	0	ろう,ろう	ロウ,ラウ			お-いる,ふ-ける	おい,えび		4F37	1,47,23
30648	労	1	1	4	7	力	5	ろう,ろう	ロウ,ラウ					いたわ-る,いた-ずき,ねぎら,つか-れる,ねぎら-う	4F2B	1,47,11
30649	連	1	1	4	10	辵	7	れん,れん	レン			つ-れる,つら-なる,つら-ねる	づ-れ,つれ,むらじ,ずれ		4F22	1,47,02
30650	歴	1	1	4	14	止	10	れき,れき	リャク	レキ			へ-る		4E72	1,46,82
30651	例	1	1	4	8	人	6	れい,れい	レ	レイ		たと-える			4E63	1,46,67
30652	令	1	1	4	5	人	3	れい,れい	リョウ,リャウ	レイ				れ,のり	4E61	1,46,65
30653	輪	1	1	4	15	車	8	りん,りん	リン			わ	も,なわ		4E58	1,46,56
30654	料	1	1	4	10	斗	6	りよう,りょう,りよう,りょう	リョウ,レウ						4E41	1,46,33
30655	陸	1	1	4	11	阜	8	りく,りく	ロク	リク			おか,たち,みち,む,む-つ,くが		4E26	1,46,06
30656	浴	1	1	4	10	水	7	,	ヨク			あ-びる,あ-びせる	さこ,えき		4D61	1,45,65
30657	養	1	1	4	15	食	6	よう,よう	ヨウ,ヤゥ			やしな-う			4D5C	1,45,60
30658	要	1	1	4	9	襾	3	,	ヨウ,エウ			い-る,かなめ	とし,もと-める		4D57	1,45,55
30659	勇	1	1	4	9	力	7	ゆう,ゆう	ユ,ユウ,ユゥ	ヨウ,ヨゥ		いさ-む,いさ-ましい	はや,お		4D26	1,45,06
30661	約	1	1	4	9	糸	3	やく,やく	ヤク,ヨウ,エウ				つづま-やか		4C73	1,44,83
30662	民	1	1	4	5	氏	1	みん,みん	ミン	ビン		たみ	ひと		4C31	1,44,17
30663	脈	1	1	4	10	肉	6	みやく,みゃく,みやく,みゃく	ミャク	バク			すじ		4C2E	1,44,14
30665	末	1	1	4	5	木	1	まつ,まつ	マチ,マツ	バツ		すえ	うら,お-わり		4B76	1,43,86
30666	牧	1	1	4	8	牛	4	ほく,ぼく,ほく,ぼく	モク	ボク		まき	まい		4B52	1,43,50
