pageid	title	busyu	sokaku	edu_kanji	joyo_kanji	onyomi	kunyomi	jiscode	kuten
36676	儕	* {{部首|人|14}}	* {{総画|16}}			* 音読み,** [[呉音]] : [[ゼ]],** [[漢音]] : [[サイ]],** [[慣用音]] : [[セイ]]	* 訓読み,*: [[ともがら]]	** [[JIS]]*** 16進：5131	** [[区点]]：1面49区17点
36677	儔	* {{部首|人|14}}	* {{総画|16}}			* 音読み,** [[呉音]] : [[ジュウ]]([[ヂウ]]),** [[漢音]] : [[チュウ]]([[チウ]])	* 訓読み,*: [[ともがら]]	** [[JIS]]*** 16進：5132	** [[区点]]：1面49区18点
36678	俦	* {{部首|人|7}}	* {{総画|9}}			* 音読み,** [[呉音]] : [[ジュウ]]([[ヂウ]]),** [[漢音]] : [[チュウ]]([[チウ]])	* 訓読み,*: [[ともがら]]	** [[JIS]]*** 16進：214F	** [[区点]]：2面1区47点
36679	儚	* {{部首|人|14}}	* {{総画|16}}			* 音読み,** [[呉音]] : [[モウ]]([[モゥ]]),** [[漢音]] : [[ボウ]]([[ボゥ]])	* 訓読み,*: [[はかない|はかな-い]]、[[くらい|くら-い]]	** [[JIS]]*** 16進：5133	** [[区点]]：1面49区19点
36680	儡	* {{部首|人|15}}	* {{総画|17}}			* 音読み,** [[呉音]] : [[ライ]],** [[漢音]] : [[ライ]]	* 訓読み	** [[JIS]]*** 16進：5134	** [[区点]]：1面49区20点
36684	儺	* {{部首|人|19}}	* {{総画|21}}			* 音読み,** [[呉音]] : [[ナ]],** [[漢音]] : [[ダ]]	* 訓読み,*: [[おにやらい]]	** [[JIS]]*** 16進：5135	** [[区点]]：1面49区21点
36685	儷	* {{部首|人|19}}	* {{総画|21}}			* 音読み,** [[呉音]] : [[ライ]],** [[漢音]] : [[レイ]]	* 訓読み,*: [[つれあい]]、[[ならぶ]]	** [[JIS]]*** 16進：5136	** [[区点]]：1面49区22点
36686	儻	* {{部首|人|20}}	* {{総画|22}}			* 音読み,** [[呉音]] : [[トウ]]([[タゥ]]),** [[漢音]] : [[トウ]]([[タゥ]])	* 訓読み,*: [[あるいは]]、[[すぐれる|すぐ-れる]]、[[もし]]	** [[JIS]]*** 16進：5138	** [[区点]]：1面49区24点
36687	兀	* {{部首|儿|1}}	* {{総画|3}}			* 音読み,** [[呉音]] : [[ゴチ]],** [[漢音]] : [[ゴツ]],** [[慣用音]] : [[コツ]]		** [[JIS]]*** 16進：513A	** [[区点]]：1面49区26点
36688	兒	* {{部首|儿|6}}	* {{総画|8}}			* 音読み,** [[呉音]] : [[ゲ]]、[[ニ]],** [[漢音]] : [[ゲイ]]、[[ジ]]	* 訓読み,*: [[こ]]、[[ちご]]	** [[JIS]]*** 16進：513B	** [[区点]]：1面49区27点
36689	兢	* {{部首|儿|12}}	* {{総画|14}}			* 音読み,** [[呉音]] : [[キョウ]]([[キョゥ]]),** [[漢音]] : [[キョウ]]([[キョゥ]])	* 訓読み,*: [[おそれる|おそ-れる]]、[[つつしむ|つつ-しむ]]	** [[JIS]]*** 16進：513E	** [[区点]]：1面49区30点
36690	竸	* {{部首|立|17}}	* {{総画|22}}			* 音読み,** [[呉音]] : [[ギョウ]]([[ギャゥ]]),** [[漢音]] : [[ケイ]]([[ケィ]]),** [[慣用音]] : [[キョウ]]([[キャゥ]])	* 訓読み,*: [[きそう|きそ-う]]、[[せる|せ-る]]、[[くらべる|くら-べる]]	** [[JIS]]*** 16進：513F	** [[区点]]：1面49区31点
36691	兩	* {{部首|入|6}}	* {{総画|8}}			* 音読み,** [[呉音]] : [[リョウ]]([[リャゥ]]),** [[漢音]] : [[リョウ]]([[リャゥ]])	* 訓読み,*: [[ふたつ]]	** [[JIS]]*** 16進：5140	** [[区点]]：1面49区32点
36692	兪	* {{部首|入|7}}	* {{総画|9}}			* 音読み,** [[呉音]] : [[ユ]],** [[漢音]] : [[ユ]]	* 訓読み,*: [[しかり]]	** [[JIS]]*** 16進：5141	** [[区点]]：1面49区33点
36693	兮	* {{部首|八|2}}	* {{総画|4}}			* 音読み,** [[呉音]] : [[ゲ]],** [[漢音]] : [[ケイ]]	* 訓読み	** [[JIS]]*** 16進：5142	** [[区点]]：1面49区34点
36694	冀	* {{部首|八|14}}	* {{総画|16}}			* 音読み,** [[呉音]] : [[キ]],** [[漢音]] : [[キ]]	* 訓読み,*: [[こいねがう|こいねが-う]]、[[こいねがわくは|こいねが-わくは]]	** [[JIS]]*** 16進：5143	** [[区点]]：1面49区35点
36695	冂	* {{部首|冂|0}}	* {{総画|2}}			* 音読み,** [[呉音]] : [[キョウ]]([[キャゥ]]),** [[漢音]] : [[ケイ]]([[クヱィ]])	* 訓読み,*: -	** [[JIS]]*** 16進：5144	** [[区点]]：1面49区36点
36696	囘	* {{部首|冂|3}}	* {{総画|5}}			* 音読み,** [[呉音]] : [[エ]]([[ヱ]]),** [[漢音]] : [[カイ]]([[クヮイ]])	* 訓読み,*: [[まわる|まわ-る]]、[[まわす|まわ-す]]、[[もとおる|もとお-る]]、[[かえる|か-える]]	** [[JIS]]*** 16進：5145	** [[区点]]：1面49区37点
36697	册	* {{部首|冂|3}}	* {{総画|5}}			* 音読み,** [[呉音]] : [[シャク]],** [[漢音]] : [[サク]],** [[慣用音]] : [[サツ]]	* 訓読み,*: [[ふみ]]	** [[JIS]]*** 16進：5146	** [[区点]]：1面49区38点
36698	冉	* {{部首|冂|3}}	* {{総画|5}}			* 音読み,** [[呉音]] : [[ネン]]([[ネム]]),** [[漢音]] : [[ゼン]]([[ゼム]])	* 訓読み,*: [[あやうい|あや-うい]]	** [[JIS]]*** 16進：5147	** [[区点]]：1面49区39点
36699	冏	* {{部首|冂|5}}	* {{総画|7}}			* 音読み,** [[呉音]] : [[キョウ]]([[キャゥ]]),** [[漢音]] : [[ケイ]]([[クヱィ]])	* 訓読み,*: [[あきらか|あきら-か]]	** [[JIS]]*** 16進：5148	** [[区点]]：1面49区40点
36700	冑	* {{部首|冂|7}}	* {{総画|9}}			* 音読み,** [[呉音]] : [[ジュウ]]([[ヂウ]]),** [[漢音]] : [[チュウ]]([[チウ]])	* 訓読み,*: [[かぶと]]、[[よろい]]	** [[JIS]]*** 16進：5149	** [[区点]]：1面49区41点
36701	胄	* {{部首|肉|5}}	* {{総画|9}}			* 音読み,** [[呉音]] : [[ジュウ]]([[ヂウ]]),** [[漢音]] : [[チュウ]]([[チウ]])	* 訓読み,*: [[ちすじ]]、[[よつぎ]]、（[[かぶと]]※）	** [[JIS]]*** 16進：6674	** [[区点]]：1面70区84点
36702	冓	* {{部首|冂|8}}	* {{総画|10}}			* 音読み,** [[呉音]] : [[ク]],** [[漢音]] : [[コウ]]	* 訓読み,*: [[かまえる|かま-える]]	** [[JIS]]*** 16進：514A	** [[区点]]：1面49区42点
36703	冕	* {{部首|冂|9}}	* {{総画|11}}			* 音読み,** [[呉音]] : [[メン]],** [[漢音]] : [[ベン]]	* 訓読み,*: [[かんむり]]	** [[JIS]]*** 16進：514B	** [[区点]]：1面49区43点
36704	冖	* {{部首|冖|0}}	* {{総画|2}}			* 音読み,** [[呉音]] : [[ミャク]],** [[漢音]] : [[ベキ]]	* 訓読み,** 常用漢字表外 : [[おおう|おお-う]]、[[かさねる|かさ-ねる]]	** [[JIS]]*** 16進：514C	** [[区点]]：1面49区44点
36705	冤	* {{部首|冖|8}}	* {{総画|10}}			* 音読み,** [[呉音]] : [[オン]]([[ヲン]]),** [[漢音]] : [[エン]]([[ヱン]])		** [[JIS]]*** 16進：514D	** [[区点]]：1面49区45点
36706	寃	* {{部首|宀|8}}	* {{総画|11}}			* 音読み,** [[呉音]] : [[オン]]([[ヲン]]),** [[漢音]] : [[エン]]([[ヱン]])	* 訓読み	** [[JIS]]*** 16進：5563	** [[区点]]：1面53区67点
36707	冦	* {{部首|冖|8}}	* {{総画|10}}			* 音読み,** [[呉音]] : [[ク]],** [[漢音]] : [[コウ]]	* 訓読み,*: [[あだする|あだ-する]]	** [[JIS]]*** 16進：514E	** [[区点]]：1面49区46点
36708	寇	* {{部首|宀|8}}	* {{総画|11}}			* 音読み,** [[呉音]] : [[ク]],** [[漢音]] : [[コウ]]	* 訓読み,*: [[あだ]]、[[あだ|あだ-する]]	** [[JIS]]*** 16進：5564	** [[区点]]：1面53区68点
36709	冢	* {{部首|冖|8}}	* {{総画|10}}			* 音読み,** [[呉音]] : [[チュウ]]([[チュゥ]]),** [[漢音]] : [[チョウ]]([[チョゥ]])	* 訓読み,*: [[つか]]、[[おおう|おお-う]]	** [[JIS]]*** 16進：514F	** [[区点]]：1面49区47点
36710	冩	* {{部首|冖|12}}	* {{総画|14}}			* 音読み,** [[呉音]] : [[シャ]],** [[漢音]] : [[シャ]]	* 訓読み,*: [[うつす|うつ-す]]、[[うつる|うつ-る]]	** [[JIS]]*** 16進：5150	** [[区点]]：1面49区48点
36711	寫	* {{部首|宀|12}}	* {{総画|15}}			* 音読み,** [[呉音]] : [[シャ]],** [[漢音]] : [[シャ]]	* 訓読み,*: [[うつす|うつ-す]]、[[うつる|うつ-る]]	** [[JIS]]*** 16進：556D	** [[区点]]：1面53区77点
36712	冪	* {{部首|冖|14}}	* {{総画|16}}			* 音読み,** [[呉音]] : [[ミャク]],** [[漢音]] : [[ベキ]]	* 訓読み,** 常用漢字表外 : [[おおう|おお-う]]、[[かさねる|かさ-ねる]]	** [[JIS]]*** 16進：5151	** [[区点]]：1面49区49点
36713	羃	* {{部首|网|14}}	* {{総画|19}}			* 音読み,** [[呉音]] : [[ミャク]],** [[漢音]] : [[ベキ]]		** [[JIS]]*** 16進：6632	** [[区点]]：1面70区18点
36714	冫	* {{部首|冫|0}}	* {{総画|2}}			* 音読み,** [[呉音]] : [[ヒョウ]]([[ヒョゥ]]),** [[漢音]] : [[ヒョウ]]([[ヒョゥ]])	* 訓読み,*: [[こおり]]	** [[JIS]]*** 16進：5152	** [[区点]]：1面49区50点
36715	决	* {{部首|冫|4}}	* {{総画|6}}			* 音読み,** [[呉音]] : [[ケチ]]([[クヱチ]]),** [[漢音]] : [[ケツ]]([[クヱツ]])	* 訓読み,*: [[きめる|き-める]]、[[きまる|き-まる]]、[[さく|さ-く]]	** [[JIS]]*** 16進：5153	** [[区点]]：1面49区51点
36716	冱	* {{部首|冫|4}}	* {{総画|6}}			* 音読み,** [[呉音]] : [[ゴ]],** [[漢音]] : [[コ]]	* 訓読み,*: [[さえる|さ-える]]、[[こおる|こお-る]]、[[ひえる|ひ-える]]	** [[JIS]]*** 16進：5154	** [[区点]]：1面49区52点
36717	沍	* {{部首|水|4}}	* {{総画|7}}			* 音読み,** [[呉音]] : [[ゴ]],** [[漢音]] : [[コ]]	* 訓読み,*: [[さえる|さ-える]]、[[こおる|こお-る]]、[[ひえる|ひ-える]]	** [[JIS]]*** 16進：5D6C	** [[区点]]：1面61区76点
36718	冰	* {{部首|冫|4}}	* {{総画|6}}			* 音読み,** [[呉音]] : [[ヒョウ]]([[ヒョゥ]]),** [[漢音]] : [[ヒョウ]]([[ヒョゥ]])	* 訓読み,*: [[こおり]]、[[ひ]]、[[こおる|こお-る]]	** [[JIS]]*** 16進：5156	** [[区点]]：1面49区54点
36719	况	* {{部首|冫|5}}	* {{総画|7}}			* 音読み,** [[呉音]] : [[コウ]]([[クヮゥ]]),** [[漢音]] : [[キョウ]]([[クヰャゥ]])	* 訓読み,*: [[まして|まし-て]]、[[いわんや|いわ-んや]]、[[おもむき]]	** [[JIS]]*** 16進：5157	** [[区点]]：1面49区55点
36720	冽	* {{部首|冫|6}}	* {{総画|8}}			* 音読み,** [[呉音]] : [[レチ]],** [[漢音]] : [[レツ]]	* 訓読み,*: [[きよい|きよ-い]]	** [[JIS]]*** 16進：5158	** [[区点]]：1面49区56点
36721	洌	* {{部首|水|6}}	* {{総画|9}}			* 音読み,** [[呉音]] : [[レチ]],** [[漢音]] : [[レツ]]	* 訓読み,*: [[きよい|きよ-い]]	** [[JIS]]*** 16進：5E30	** [[区点]]：1面62区16点
36722	凅	* {{部首|冫|8}}	* {{総画|10}}			* 音読み,** [[呉音]] : [[ク]],** [[漢音]] : [[コ]]	* 訓読み,*: [[かれる|か-れる]]、[[からす|か-らす]]、[[こおる|こお-る]]	** [[JIS]]*** 16進：5159	** [[区点]]：1面49区57点
36723	涸	* {{部首|水|8}}	* {{総画|11}}			* 音読み,** [[呉音]] : [[ガク]],** [[漢音]] : [[カク]],** [[慣用音]] : [[コ]]	* 訓読み,*: [[かれる|か-れる]]、[[からす|か-らす]]、[[こおる|こお-る]]	** [[JIS]]*** 16進：5E41	** [[区点]]：1面62区33点
36724	几	* {{部首|几|0}}	* {{総画|2}}			* 音読み,** [[呉音]] : [[キ]],** [[漢音]] : [[キ]]	* 訓読み,*: [[つくえ]]、[[おしまずき]]	** [[JIS]]*** 16進：515C	** [[区点]]：1面49区60点
36725	處	* {{部首|虍|5}}	* {{総画|11}} <!-- en版での総画数=9 -->			* 音読み,** [[呉音]] : [[ショ]],** [[漢音]] : [[ショ]]	* 訓読み,*: [[ところ]]、[[おる|お-る]]	** [[JIS]]*** 16進：515D	** [[区点]]：1面49区61点
36726	凩	* {{部首|几|4}}	* {{総画|6}}			* 音読み	* 訓読み,*: [[こがらし]]	** [[JIS]]*** 16進：515E	** [[区点]]：1面49区62点
36727	凭	* {{部首|几|6}}	* {{総画|8}}			* 音読み,** [[呉音]] : [[ビョウ]]([[ビョゥ]]),** [[漢音]] : [[ヒョウ]]([[ヒョゥ]])	* 訓読み,*: [[もたれる|もた-れる]]、[[よる|よ-る]]	** [[JIS]]*** 16進：515F	** [[区点]]：1面49区63点
36728	憑	* {{部首|心|12}}	* {{総画|16}}			* 音読み,** [[呉音]] : [[ビョウ]]([[ビョゥ]]),** [[漢音]] : [[ヒョウ]]([[ヒョゥ]])	* 訓読み,*: [[つく|つ-く]]、[[つかれる|つか-れる]]、[[よる|よ-る]]、[[たのむ|たの-む]]	** [[JIS]]*** 16進：5861	** [[区点]]：1面56区65点
36729	凾	* {{部首|凵|7}}	* {{総画|9}}			* 音読み,** [[呉音]] : [[ゴン]]([[ゴム]]),** [[漢音]] : [[カン]]([[カム]])	* 訓読み,*: [[はこ]]、[[いれる|い-れる]]	** [[JIS]]*** 16進：5162	** [[区点]]：1面49区66点
36730	刄	* {{部首|刀|1}}	* {{総画|3}}			* 音読み,** [[呉音]] : [[ニン]],** [[漢音]] : [[ジン]]	* 訓読み,*: [[は]]、[[やいば]]、[[きる|き-る]]	** [[JIS]]*** 16進：5163	** [[区点]]：1面49区67点
36731	刋	* {{部首|刀|3}}	* {{総画|5}}			* 音読み,** [[呉音]] : [[カン]],** [[漢音]] : [[カン]]	* 訓読み,*: [[きる|き-る]]、[[けずる|けず-る]]	** [[JIS]]*** 16進：5164	** [[区点]]：1面49区68点
36732	刔	* {{部首|刀|4}}	* {{総画|6}}			* 音読み,** [[呉音]] : [[ケチ]]([[クヱチ]]),** [[漢音]] : [[ケツ]]([[クヱツ]])	* 訓読み,*: [[えぐる|えぐ-る]]	** [[JIS]]*** 16進：5165	** [[区点]]：1面49区69点
36733	刎	* {{部首|刀|4}}	* {{総画|6}}			* 音読み,** [[呉音]] : [[モン]],** [[漢音]] : [[ブン]],** [[慣用音]] : [[フン]]	* 訓読み,*: [[はねる|は-ねる]]、[[くびはねる|くびは-ねる]]	** [[JIS]]*** 16進：5166	** [[区点]]：1面49区70点
36734	刧	* {{部首|刀|5}}	* {{総画|7}}			* 音読み,** [[呉音]] : [[コウ]]([[コフ]]),** [[漢音]] : [[キョウ]]([[ケフ]]),** [[慣用音]] : [[ゴウ]]([[ゴフ]])	* 訓読み,*: [[おびやかす|おびや-かす]]	** [[JIS]]*** 16進：5167	** [[区点]]：1面49区71点
36735	刪	* {{部首|刀|5}}	* {{総画|7}}			* 音読み,** [[呉音]] : [[セン]],** [[漢音]] : [[サン]]	* 訓読み,*: [[けずる|けず-る]]	** [[JIS]]*** 16進：5168	** [[区点]]：1面49区72点
36736	刮	* {{部首|刀|6}}	* {{総画|8}}			* 音読み,** [[呉音]] : {{音|ケチ}}([[クヱチ]]),** [[漢音]] : {{音|カツ}}([[クヮツ]])	* 訓読み,*: [[こそげる|こそ-げる]]、[[けずる|けず-る]]	** [[JIS]]*** 16進：5169	** [[区点]]：1面49区73点
36737	颳	* {{部首|風|6}}	* {{総画|15}}			* 音読み,** [[呉音]] : [[ケチ]]([[クヱチ]]),** [[漢音]] : [[カツ]]([[クヮツ]])	* 訓読み,*: [[こそげる|こそ-げる]]、[[けずる|けず-る]]		
36738	刳	* {{部首|刀|6}}	* {{総画|8}}			* 音読み,** [[呉音]] : [[ク]],** [[漢音]] : [[コ]]	* 訓読み,*: [[くる|く-る]]、[[えぐる|えぐ-る]]	** [[JIS]]*** 16進：516A	** [[区点]]：1面49区74点
36739	剏	* {{部首|刀|7}}	* {{総画|9}}			* 音読み,** [[呉音]] : [[ショウ]]([[シャゥ]]),** [[漢音]] : [[ソウ]]([[サゥ]])	* 訓読み,*: [[はじめる|はじ-める]]	** [[JIS]]*** 16進：516C	** [[区点]]：1面49区76点
36740	剄	* {{部首|刀|7}}	* {{総画|9}}			* 音読み,** [[呉音]] : [[キョウ]]([[キャゥ]]),** [[漢音]] : [[ケイ]]([[ケィ]])	* 訓読み,*: [[くびきる|くびき-る]]	** [[JIS]]*** 16進：516D	** [[区点]]：1面49区77点
36741	剋	* {{部首|刀|7}}	* {{総画|9}}			* 音読み,** [[呉音]] : [[コク]],** [[漢音]] : [[コク]]	* 訓読み,*: [[かつ]]	** [[JIS]]*** 16進：516E	** [[区点]]：1面49区78点
36742	尅	* {{部首|寸|7}}	* {{総画|10}}			* 音読み,** [[呉音]] : [[コク]],** [[漢音]] : [[コク]]	* 訓読み,*: [[かつ]]	** [[JIS]]*** 16進：5571	** [[区点]]：1面53区81点
36743	剌	* {{部首|刀|7}}	* {{総画|9}}			* 音読み,** [[呉音]] : [[ラチ]],** [[漢音]] : [[ラツ]]	* 訓読み,*: [[もとる|もと-る]]	** [[JIS]]*** 16進：516F	** [[区点]]：1面49区79点
36744	剞	* {{部首|刀|8}}	* {{総画|10}}			* 音読み,** [[呉音]] : [[キ]],** [[漢音]] : [[キ]]	* 訓読み,*: [[きざむ|きざ-む]]	** [[JIS]]*** 16進：5170	** [[区点]]：1面49区80点
36745	剔	* {{部首|刀|8}}	* {{総画|10}}			* 音読み,** [[呉音]] : [[チャク]],** [[漢音]] : [[テキ]]	* 訓読み,*: [[えぐる|えぐ-る]]、[[そる|そ-る]]	** [[JIS]]*** 16進：5171	** [[区点]]：1面49区81点
36746	剪	* {{部首|刀|9}}	* {{総画|11}}			* 音読み,** [[呉音]] : [[セン]],** [[漢音]] : [[セン]]	* 訓読み,*: [[きる|き-る]]、[[つむ|つ-む]]	** [[JIS]]*** 16進：5172	** [[区点]]：1面49区82点
36747	剴	* {{部首|刀|10}}	* {{総画|12}}			* 音読み,** [[呉音]] : [[カイ]]、[[ゲ]],** [[漢音]] : [[カイ]]、[[ガイ]]		** [[JIS]]*** 16進：5173	** [[区点]]：1面49区83点
36748	剩	* {{部首|刀|10}}	* {{総画|12}}			* 音読み,** [[呉音]] : [[ジョウ]]([[ジョゥ]]),** [[漢音]] : [[ショウ]]([[ショゥ]])	* 訓読み,*: [[あまつさえ]]、[[あまり|あま-り]]、[[あまる|あま-る]]	** [[JIS]]*** 16進：5174	** [[区点]]：1面49区84点
36749	剳	* {{部首|刀|10}}	* {{総画|12}}			* 音読み,** [[呉音]] : [[トウ]]([[トフ]]),** [[漢音]] : [[トウ]]([[タフ]])	* 訓読み,*: [[さす|さ-す]]	** [[JIS]]*** 16進：5175	** [[区点]]：1面49区85点
36750	箚	* {{部首|竹|8}}	* {{総画|14}}			* 音読み,** [[呉音]] : [[チョウ]]([[テフ]]),** [[漢音]] : [[トウ]]([[タフ]]),** [[慣用音]] : [[サツ]]	* 訓読み,*: [[さす|さ-す]]	** [[JIS]]*** 16進：6434	** [[区点]]：1面68区20点
36751	剿	* {{部首|刀|11}}	* {{総画|13}}			* 音読み,** [[呉音]] : [[ショウ]]([[セウ]]),** [[漢音]] : [[ショウ]]([[セウ]])、[[ソウ]]([[サウ]]),** [[慣用音]] : [[ソウ]]([[サウ]])	* 訓読み,*: [[たつ|た-つ]]、[[とる|と-る]]	** [[JIS]]*** 16進：5176	** [[区点]]：1面49区86点
36752	勦	* {{部首|力|11}}	* {{総画|13}}			* 音読み,** [[呉音]] : [[ショウ]]([[セウ]]),** [[漢音]] : [[ショウ]]([[セウ]])、[[ソウ]]([[サウ]])	* 訓読み,*: [[つかれる|つか-れる]]、[[つくす|つく-す]]	** [[JIS]]*** 16進：522B	** [[区点]]：1面50区11点
36753	剽	* {{部首|刀|11}}	* {{総画|13}}			* 音読み,** [[呉音]] : [[ヒョウ]]([[ヘウ]]),** [[漢音]] : [[ヒョウ]]([[ヘウ]])	* 訓読み,*: [[おびやかす|おびや-かす]]、[[さす]]	** [[JIS]]*** 16進：5177	** [[区点]]：1面49区87点
36754	劍	* {{部首|刀|13}}	* {{総画|15}}			* 音読み,** [[呉音]] : [[コン]]([[コム]]),** [[漢音]] : [[ケン]]([[ケム]])	* 訓読み,*: [[つるぎ]]	** [[JIS]]*** 16進：5178	** [[区点]]：1面49区88点
36755	釼	* {{部首|金|3}}	* {{総画|11}}			* 音読み,** [[呉音]] : [[コン]]([[コム]])、[[ニチ]],** [[漢音]] : [[ケン]]([[ケム]])、[[ジツ]]	* 訓読み,*: [[つるぎ]]	** [[JIS]]*** 16進：6E5F	** [[区点]]：1面78区63点
36756	剱	* {{部首|刀|9}}	* {{総画|11}}			* 音読み,** [[呉音]] : [[コン]]([[コム]]),** [[漢音]] : [[ケン]]([[ケム]])	* 訓読み,*: [[つるぎ]]	** [[JIS]]*** 16進：517B	** [[区点]]：1面49区91点
36757	劒	* {{部首|刀|14}}	* {{総画|16}}			* 音読み,** [[呉音]] : [[コン]]([[コム]]),** [[漢音]] : [[ケン]]([[ケム]])	* 訓読み,*: [[つるぎ]]	** [[JIS]]*** 16進：517A	** [[区点]]：1面49区90点
36758	劔	* {{部首|刀|14}}	* {{総画|16}}			* 音読み,** [[呉音]] : [[コン]]([[コム]]),** [[漢音]] : [[ケン]]([[ケム]])	* 訓読み,*: [[つるぎ]]	** [[JIS]]*** 16進：5179	** [[区点]]：1面49区89点
36759	劈	* {{部首|刀|13}}	* {{総画|15}}			* 音読み,** [[呉音]] : [[ヒャク]],** [[漢音]] : [[ヘキ]]	* 訓読み,*: [[つんざく|つんざ-く]]、[[さく]]	** [[JIS]]*** 16進：517C	** [[区点]]：1面49区92点
36760	劑	* {{部首|刀|14}}	* {{総画|16}}			* 音読み,** [[呉音]] : [[ザイ]]、[[スイ]],** [[漢音]] : [[セイ]]、[[スイ]]	* 訓読み,*: [[かる]]、[[けずる|けず-る]]	** [[JIS]]*** 16進：517D	** [[区点]]：1面49区93点
36762	辨	* {{部首|辛|9}}	* {{総画|16}}			* 音読み,** [[呉音]] : [[ベン]],** [[漢音]] : [[ヘン]]	* 訓読み,*: [[わきまえる|わきま-える]]、[[わける|わ-ける]]	** [[JIS]]*** 16進：517E	** [[区点]]：1面49区94点
36763	辧	* {{部首|辛|9}}	* {{総画|16}}			* 音読み,** [[呉音]] : [[ベン]],** [[漢音]] : [[ヘン]]	* 訓読み,*: [[わきまえる|わきま-える]]、[[わける|わ-ける]]	** [[JIS]]*** 16進：517E	** [[区点]]：1面49区94点
36764	瓣	* {{部首|瓜|14}}	* {{総画|19}}			* 音読み,** [[呉音]] : [[ベン]],** [[漢音]] : [[ハン]]	* 訓読み,*: [[はなびら]]	** [[JIS]]*** 16進：6122	** [[区点]]：1面65区2点
36765	辯	* {{部首|辛|14}}	* {{総画|21}}			* 音読み,** [[呉音]] : [[ベン]],** [[漢音]] : [[ヘン]]	* 訓読み,*: [[ことば]]	** [[JIS]]*** 16進：6D67	** [[区点]]：1面77区71点
36768	崚	* {{部首|山|8}}	* {{総画|11}}			* 音読み,** [[呉音]] : [[リョウ]]([[リョゥ]]),** [[漢音]] : [[リョウ]]([[リョゥ]])		** [[JIS]]*** 16進：5645	** [[区点]]：1面54区37点
36769	徠	* {{部首|彳|8}}	* {{総画|11}}			* 音読み,** [[呉音]] : [[ライ]],** [[漢音]] : [[ライ]]	* 訓読み,*: [[きたす|きた-す]]、[[きたる|きた-る]]、[[くる|く-る]]	** [[JIS]]*** 16進：5752	** [[区点]]：1面55区50点
